,pathogen,source,disease,tsource,ttype,portal,infection_atts,tatts,TBD
0,"#id	pathogen	source	disease	trans_source	trans_type	portal	infection_atts	trans_atts	#comments,",,,,,,,,
1004,"8106	Influenza A virus (A/turkey/Chile/4418/02(H7N3))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1005,"8107	Influenza A virus (A/turkey/CO/13356/91(H7N3))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1006,"8108	Influenza A virus (A/Turkey/Colorado/13356/91 (H7N3))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1007,"8109	Influenza A virus (A/Turkey/Colorado/13356/91 (H7N3NSA))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1008,"8110	Influenza A virus (A/turkey/Colorado/72(H5N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1009,"8111	Influenza A virus (A/turkey/Egypt/5613NAMRU3-T/2006(H5N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1010,"8112	Influenza A virus (A/turkey/Ein Habsor/1804/04(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1011,"8113	Influenza A virus (A/turkey/Ein Tzurim/1172/02(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1012,"8114	Influenza A virus (A/turkey/Ein Tzurim/1738/04(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1013,"8115	Influenza A virus (A/turkey/Ein_Tzurim/1738/04(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1014,"8116	Influenza A virus (A/turkey/Emek Hefer/1272/03(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1015,"8117	Influenza A virus (A/turkey/England/192-328/79(H7N3))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1016,"8118	Influenza A virus (A/turkey/England/1963(H7N3))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1017,"8119	Influenza A virus (A/turkey/England/50-92/1991(H5N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1018,"8120	Influenza A virus (A/turkey/England/50-92/91(H5N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1019,"8121	Influenza A virus (A/turkey/England/63(H7N3))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1020,"8122	Influenza A virus (A/turkey/England/647/1977(H1N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1021,"8123	Influenza A virus (A/turkey/England/647/77(H7N7))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1022,"8124	Influenza A virus (A/turkey/England/69(H3N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1023,"8125	Influenza A virus (A/turkey/England/N28/73(H5N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1024,"8126	Influenza A virus (A/turkey/France/01019/2001(H6N8))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1025,"8127	Influenza A virus (A/turkey/France/01062/2001(H6N8))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1026,"8128	Influenza A virus (A/turkey/France/06222/2006(H5N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1027,"8129	Influenza A virus (A/turkey/France/87075/87(H1N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1028,"8130	Influenza A virus (A/turkey/Germany/176/95(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1029,"8131	Influenza A virus (A/turkey/Germany/2482/90)	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1030,"8132	Influenza A virus (A/turkey/Germany/3/91(H1N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1031,"8133	Influenza A virus (A/turkey/Germany/R04-5/02(H6N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1032,"8134	Influenza A virus (A/turkey/Germany/R04/99(H6N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1033,"8135	Influenza A virus (A/turkey/Germany/R11/01(H7N7))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1034,"8136	Influenza A virus (A/turkey/Germany/R113/95(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1035,"8137	Influenza A virus (A/turkey/Germany/R14/02(H6N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1036,"8138	Influenza A virus (A/turkey/Germany/R22/96(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1037,"8139	Influenza A virus (A/turkey/Germany/R26/02(H6N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1038,"8140	Influenza A virus (A/turkey/Germany/R26/99(H6N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1039,"8141	Influenza A virus (A/turkey/Germany/R30/99(H6N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1040,"8142	Influenza A virus (A/turkey/Germany/R33/96(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1041,"8143	Influenza A virus (A/turkey/Germany/R43/98(H6N5))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1042,"8144	Influenza A virus (A/turkey/Germany/R90/95(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1043,"8145	Influenza A virus (A/turkey/Givat Haim/622/02(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1044,"8146	Influenza A virus (A/turkey/Givat_Haim/622/02(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1045,"8147	Influenza A virus (A/turkey/Givat Haim/810/01 (H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1046,"8148	Influenza A virus (A/turkey/Givat Haim/868/02(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1047,"8149	Influenza A virus (A/turkey/Givat Haim/965/02 (H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1048,"8150	Influenza A virus (A/turkey/Givat_Haim/965/02(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1049,"8151	Influenza A virus (A/turkey/Givat Haim Ehud/1544/04(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1050,"8152	Influenza A virus (A/turkey/Gyvat Haim Ehud/1544/03(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1051,"8153	Influenza A virus (A/turkey/Gyvat_Haim_Ehud/1544/03(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1052,"8154	Influenza A virus (A/turkey/Hod_Ezyon/699/02(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1053,"8155	Influenza A virus (A/turkey/Hungary/1/1985(H7))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1054,"8156	Influenza A virus (A/turkey/Ireland/1378/1983(H5N8))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1055,"8157	Influenza A virus (A/turkey/Ireland/PV74/1995(H7N7))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1056,"8158	Influenza A virus (A/turkey/Ireland/PV8/95(H7N7))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1057,"8159	Influenza A virus (A/turkey/Israel/1013/2002(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1058,"8160	Influenza A virus (A/turkey/Israel/1209/2003(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1059,"8161	Influenza A virus (A/turkey/Israel/1562/2003(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1060,"8162	Influenza A virus (A/turkey/Israel/1567/2004(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1061,"8163	Influenza A virus (A/turkey/Israel/345/2006(H5N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1062,"8164	Influenza A virus (A/turkey/Israel/369/2006(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1063,"8165	Influenza A virus (A/turkey/Israel/446/2006(H5N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1064,"8166	Influenza A virus (A/turkey/Israel/619/2002(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1065,"8167	Influenza A virus (A/turkey/Israel/810/2001(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1066,"8168	Influenza A virus (A/turkey/Israel/89/2005(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1067,"8169	Influenza A virus (A/turkey/Israel/90710/2000(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1068,"8170	Influenza A virus (A/turkey/Israel/965/2002(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1069,"8171	Influenza A virus (A/turkey/Israel/Ramon/79(H7N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1070,"8172	Influenza A virus (A/turkey/Italy/1067/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1071,"8173	Influenza A virus (A/turkey/Italy/1081/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1072,"8174	Influenza A virus (A/turkey/Italy/1082/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1073,"8175	Influenza A virus (A/turkey/Italy/1083/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1074,"8176	Influenza A virus (A/turkey/Italy/1085/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1075,"8177	Influenza A virus (A/turkey/Italy/1086/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1076,"8178	Influenza A virus (A/turkey/Italy/1174/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1077,"8179	Influenza A virus (A/turkey/Italy/125/89(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1078,"8180	Influenza A virus (A/turkey/Italy/12598/99(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1079,"8181	Influenza A virus (A/turkey/Italy/1265/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1080,"8182	Influenza A virus (A/turkey/Italy/1279/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1081,"8183	Influenza A virus (A/turkey/Italy/13467/99(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1082,"8184	Influenza A virus (A/turkey/Italy/13468/99(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1083,"8185	Influenza A virus (A/turkey/Italy/1351/01(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1084,"8186	Influenza A virus (A/turkey/Italy/1555/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1085,"8187	Influenza A virus (A/turkey/Italy/1713/00(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1086,"8188	Influenza A virus (A/turkey/Italy/1744/99(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1087,"8189	Influenza A virus (A/turkey/Italy/2023/00(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1088,"8190	Influenza A Virus (A/turkey/Italy/214845/02(H7N3))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1089,"8191	Influenza A virus (A/turkey/Italy/214845/2002(H7N3))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1090,"8192	Influenza A virus (A/turkey/Italy/220158/2002(H7N3))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1091,"8193	Influenza A virus (A/turkey/Italy/223/01(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1092,"8194	Influenza A virus (A/turkey/Italy/2330/00(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1093,"8195	Influenza A virus (A/turkey/Italy/2379/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1094,"8196	Influenza A virus (A/turkey/Italy/245/84(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1095,"8197	Influenza A virus (A/turkey/Italy/2505/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1096,"8198	Influenza A virus (A/turkey/Italy/2715/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1097,"8199	Influenza A virus (A/turkey/Italy/2716/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1098,"8200	Influenza A virus (A/turkey/Italy/2732/99(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1099,"8201	Influenza A virus (A/turkey/Italy/284/01(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1100,"8202	Influenza A virus (A/turkey/Italy/2962/03(H7N3))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1101,"8203	Influenza A virus (A/turkey/Italy/3185/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1102,"8204	Influenza A virus (A/turkey/Italy/3283/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1103,"8205	Influenza A virus (A/turkey/Italy/335/00(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1104,"8206	Influenza A virus (A/turkey/Italy/3466/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1105,"8207	Influenza A virus (A/turkey/Italy/3468/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1106,"8208	Influenza A virus (A/turkey/Italy/3489/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1107,"8209	Influenza A virus (A/turkey/Italy/3560/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1108,"8210	Influenza A virus (A/turkey/Italy/3620/03(H7N3))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1109,"8211	Influenza A virus (A/turkey/Italy/3620/1999(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1110,"8212	Influenza A virus (A/turkey/Italy/3675/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1111,"8213	Influenza A virus (A/turkey/Italy/3775/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1112,"8214	Influenza A virus (A/turkey/Italy/3819/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1113,"8215	Influenza A virus (A/turkey/Italy/3889/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1114,"8216	Influenza A virus (A/turkey/Italy/4042/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1115,"8217	Influenza A virus (A/turkey/Italy/4073/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1116,"8218	Influenza A virus (A/turkey/Italy/4169/1999(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1117,"8219	Influenza A virus (A/turkey/Italy/4169/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1118,"8220	Influenza A virus (A/turkey/Italy/421/00(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1119,"8221	Influenza A virus (A/turkey/Italy/4294/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1120,"8222	Influenza A virus (A/turkey/Italy/4426/00(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1121,"8223	Influenza A virus (A/turkey/Italy/4499/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1122,"8224	Influenza A virus (A/turkey/Italy/4580/99(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1123,"8225	Influenza A virus (A/turkey/Italy/4602/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1124,"8226	Influenza A virus (A/turkey/Italy/4603/1999(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1125,"8227	Influenza A virus (A/turkey/Italy/4620/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1126,"8228	Influenza A virus (A/turkey/Italy/4640/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1127,"8229	Influenza A virus (A/turkey/Italy/4644/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1128,"8230	Influenza A virus (A/turkey/Italy/4725/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1129,"8231	Influenza A virus (A/turkey/Italy/472/99(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1130,"8232	Influenza A virus (A/turkey/Italy/4857/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1131,"8233	Influenza A virus (A/turkey/Italy/4911/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1132,"8234	Influenza A virus (A/turkey/Italy/5032/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1133,"8235	Influenza A virus (A/turkey/Italy/5074/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1134,"8236	Influenza A virus (A/turkey/Italy/5079/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1135,"8237	Influenza A virus (A/turkey/Italy/5563/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1136,"8238	Influenza A virus (A/turkey/Italy/577/00(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1137,"8239	Influenza A virus (A/turkey/Italy/7002/00(H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1138,"8240	Influenza A virus (A/turkey/Italy/8000/02(H7N3))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1139,"8241	Influenza A virus (A/turkey/Italy/8534/02(H7N3))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1140,"8242	Influenza A virus (A/turkey/Italy/8535/02(H7N3))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1141,"8243	Influenza A virus (A/turkey/Italy/977/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1142,"8244	Influenza A virus (A/turkey/Italy/984/99 (H7N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1143,"8245	Influenza A virus (A/turkey/Italy/VR86/83(H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1144,"8246	Influenza A virus (A/turkey/Kedaton/BPPV3/2004(H5N1))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1145,"8247	Influenza A virus (A/turkey/Kfar Vitkin/615/02 (H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
1146,"8248	Influenza A virus (A/turkey/Kfar Vitkin/616/02 (H9N2))	Meleagris gallopavo	Influenza				URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		,",,,,,,,,
