,pathogen,source,disease,tsource,ttype,portal,infection_atts,tatts,TBD
1130,West Nile virus ,Homo sapiens,West Nile encephalitis,lung,vehicle-borne medical,lung,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm54d1005a1.htm;symptom=fever;symptom=dyspnea;symptom=altered mental status;symptom=seizure;symptom=flaccid paralysis,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm54d1005a1.htm,
1131,West Nile virus ,Homo sapiens,undocumented,blood,vehicle-borne medical,blood ,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm54d1005a1.htm;PMID:12773646,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm54d1005a1.htm;PMID:12773646,
1133,West Nile virus ,Homo sapiens,West Nile encephalitis,kidney,vehicle-borne medical,kidney,PMID:12773646;symptom=fever;symptom=rash;symptom=respiratory abnormality;symptom=backache;symptom=diarrhea,PMID:12773646,
1134,West Nile virus ,Homo sapiens,West Nile encephalitis,heart,vehicle-borne medical,heart,PMID:12773646;symptom=dysarthria;symptom=fever;symptom=tremor,PMID:12773646,
1135,West Nile virus ,Homo sapiens,West Nile fever,liver,vehicle-borne medical,liver,PMID:12773646,PMID:12773646,
1136,West Nile virus ,Homo sapiens,West Nile meningoencephalitis,undocumented,undocumented,undocumented,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5137a5.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5137a5.htm,
1137,West Nile virus ,Homo sapiens,West Nile meningitis,blood ,vehicle-borne medical,blood ,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5137a5.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5137a5.htm,
1138,West Nile virus ,Homo sapiens,West Nile meningoencephalitis,blood ,vehicle-borne medical,blood ,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5139a2.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5139a2.htm,
1139,West Nile virus ,Homo sapiens,West Nile encephalitis,blood ,vehicle-borne medical,blood ,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5238a6.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5238a6.htm,
1140,West Nile virus ,Homo sapiens,West Nile meningitis,Culex pipiens,vector-borne bite,skin,PMID:10722421,PMID:10722421,
1141,West Nile virus ,Felis catus,West Nile encephalitis,Culicidae,vector-borne bite,skin,PMID:10722421,PMID:10722421,
1142,West Nile virus ,Culex restuans,no disease,,,,URL:http://www.state.nj.us/agriculture/divisions/ah/diseases/westnile.html;infection_cvterm=is_vector,,
1143,West Nile virus ,Culex salinarius,no disease,,,,URL:http://www.state.nj.us/agriculture/divisions/ah/diseases/westnile.html;infection_cvterm=is_vector,,
1144,West Nile virus ,Anser anser domesticus,West Nile encephalitis,Culicidae,vector-borne bite,skin,URL:http://www.state.nj.us/agriculture/divisions/ah/diseases/westnile.html;symptom=torticollis,URL:http://www.state.nj.us/agriculture/divisions/ah/diseases/westnile.html,
1145,West Nile virus ,Anser anser domesticus,Myocarditis,Culicidae,vector-borne bite,skin,URL:http://www.state.nj.us/agriculture/divisions/ah/diseases/westnile.html;symptom=loss of weight;symptom=lethargy;symptom=depression,URL:http://www.state.nj.us/agriculture/divisions/ah/diseases/westnile.html,
1146,West Nile virus ,Equus asinus,Hepatitis,Culicidae,vector-borne bite,skin,URL:http://www.state.nj.us/agriculture/divisions/ah/diseases/westnile.html,URL:http://www.state.nj.us/agriculture/divisions/ah/diseases/westnile.html,
1147,West Nile virus ,Canis lupus,West Nile encephalitis,Culicidae,vector-borne bite,skin,URL:http://www.state.nj.us/agriculture/divisions/ah/diseases/westnile.html,URL:http://www.state.nj.us/agriculture/divisions/ah/diseases/westnile.html,
1148,West Nile virus ,Canis lupus familiaris,West Nile encephalitis,Culicidae,vector-borne bite,skin,URL:http://www.state.nj.us/agriculture/divisions/ah/diseases/westnile.html,URL:http://www.state.nj.us/agriculture/divisions/ah/diseases/westnile.html,
1149,West Nile virus ,Sciuridae ,West Nile encephalitis,Culicidae,vector-borne bite,skin,URL:http://www.state.nj.us/agriculture/divisions/ah/diseases/westnile.html,URL:http://www.state.nj.us/agriculture/divisions/ah/diseases/westnile.html,
1150,West Nile virus ,Sciurus carolinensis,West Nile encephalitis,Culicidae,vector-borne bite,skin,URL:http://www.avma.org/onlnews/javma/nov02/021101g.asp,URL:http://www.avma.org/onlnews/javma/nov02/021101g.asp,
1151,West Nile virus ,Oreamnos americanus,West Nile encephalitis,Culicidae,vector-borne bite,skin,URL:http://www.avma.org/onlnews/javma/nov02/021101g.asp,URL:http://www.avma.org/onlnews/javma/nov02/021101g.asp,
1152,West Nile virus ,Equus caballus,West Nile encephalitis,Culex,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/eid/vol7no4/pdfs/ostlund.pdf,URL:http://www.cdc.gov/ncidod/eid/vol7no4/pdfs/ostlund.pdf,
1153,West Nile virus ,Buteo jamaicensis ,West Nile encephalitis,Culex,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/eid/vol7no4/pdfs/ostlund.pdf,URL:http://www.cdc.gov/ncidod/eid/vol7no4/pdfs/ostlund.pdf,
1154,West Nile virus ,Equus caballus,Encephalomyelitis,Culicidae,vector-borne bite,skin,PMID:10661382,PMID:10661382,
1155,West Nile virus ,Homo sapiens,West Nile meningoencephalitis,Culex pipiens,vector-borne bite,skin,PMID:9737281,PMID:9737281,
1156,West Nile virus ,Ochlerotatus cantans,no disease,,,,PMID:9737281;infection_cvterm=is_vector,,
1157,West Nile virus ,Anopheles maculipennis,no disease,,,,PMID:9737281;infection_cvterm=is_vector,,
1158,West Nile virus ,Equus caballus,West Nile encephalitis,Culex modestus,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/eid/vol7no4/pdfs/murgue.pdf,URL:http://www.cdc.gov/ncidod/eid/vol7no4/pdfs/murgue.pdf,
1159,West Nile virus ,Culex salinarius,no disease,,,,URL:http://www.cdc.gov/ncidod/eid/vol7no4/pdfs/trock.pdf;infection_cvterm=is_vector,,
1160,West Nile virus ,Ochlerotatus triseriatus,no disease,,,,URL:http://www.cdc.gov/ncidod/eid/vol7no4/pdfs/trock.pdf;infection_cvterm=is_vector,,
1161,West Nile virus ,Psorophora ferox,no disease,,,,URL:http://www.cdc.gov/ncidod/eid/vol7no4/pdfs/trock.pdf;infection_cvterm=is_vector,,
1162,West Nile virus ,Homo sapiens,West Nile fever,Culex pipiens,vector-borne bite,skin,PMID:10669359,PMID:10669359,
1163,West Nile virus ,Homo sapiens,West Nile encephalitis,Homo sapiens,placental,whole body,PMID:15121956,PMID:15121956,
1164,West Nile virus ,Homo sapiens,West Nile encephalitis,undocumented,undocumented,undocumented,PMID:17176314,PMID:17176314,
1165,West Nile virus ,Homo sapiens,West Nile fever,undocumented,undocumented,undocumented,PMID:17176314,PMID:17176314,
1166,West Nile virus ,Culex vishnui,no disease,,,,URL:http://www.cdc.gov/ncidod/EID/vol11no08/pdfs/05-0289a.pdf;infection_cvterm=is_vector,,
1167,West Nile virus ,Culex quinquefasciatus,no disease,,,,URL:http://www.cdc.gov/ncidod/EID/vol11no08/pdfs/05-0289a.pdf;infection_cvterm=is_vector,,
1168,West Nile virus ,Culex tarsalis,no disease,,,,URL:http://www.cdc.gov/ncidod/EID/vol11no08/pdfs/05-0289a.pdf;infection_cvterm=is_vector,,
1169,West Nile virus ,Culex nigripalpus,no disease,,,,URL:http://www.cdc.gov/ncidod/EID/vol11no08/pdfs/05-0289a.pdf;infection_cvterm=is_vector,,
1170,West Nile virus ,Homo sapiens,undocumented,Culicidae,vector-borne bite,skin,URL:http://www.redorbit.com/news/health/1490251/pennsylvania_has_first_human_case_of_west_nile_virus_for/index.html,URL:http://www.redorbit.com/news/health/1490251/pennsylvania_has_first_human_case_of_west_nile_virus_for/index.html,
1171,West Nile virus ,Homo sapiens,West Nile poliomyelitis,Culex tarsalis,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/qa/Poliomyelitis.htm;symptom=flaccid paralysis;symptom=headache;symptom=nausea;symptom=vomiting;symptom=rash,URL:http://www.cdc.gov/ncidod/dvbid/westnile/qa/Poliomyelitis.htm,
1172,West Nile virus ,Homo sapiens,West Nile fever,medical instrument,vehicle-borne fomite,skin,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5150a2.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5150a2.htm,
1173,West Nile virus ,Homo sapiens,West Nile fever,hypodermic needle,vehicle-borne fomite,skin,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5150a2.htm,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5150a2.htm,
1174,West Nile virus ,Homo sapiens,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/qa/symptoms.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/qa/symptoms.htm,
1175,West Nile virus ,Bucorvus abyssinicus,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1176,West Nile virus ,Melanerpes formicivorus,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1177,West Nile virus ,Psittacus erithacus,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1178,West Nile virus ,Spheniscus demersus,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1179,West Nile virus ,Fulica americana,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1180,West Nile virus ,Corvus brachyrhynchos,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1181,West Nile virus ,Cinclus mexicanus,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1182,West Nile virus ,Carduelis tristis,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1183,West Nile virus ,Falco sparverius,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1184,West Nile virus ,Turdus migratorius,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1185,West Nile virus ,Pelecanus erythrorhynchos,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1186,West Nile virus ,Calypte anna,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1187,West Nile virus ,Haliaeetus leucocephalus,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1188,West Nile virus ,Icterus galbula,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1189,West Nile virus ,Patagioenas fasciata,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1190,West Nile virus ,Riparia riparia,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1191,West Nile virus ,Tyto alba,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1192,West Nile virus ,Hirundo rustica,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1193,West Nile virus ,Strix varia,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1194,West Nile virus ,Megaceryle alcyon,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1195,West Nile virus ,Sayornis nigricans,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1196,West Nile virus ,Rynchops niger,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1197,West Nile virus ,Aegypius monachus,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1198,West Nile virus ,Pica pica ,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1199,West Nile virus ,Parus atricapillus,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1200,West Nile virus ,Lorius lory,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1201,West Nile virus ,Spizella atrogularis,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm;PMID:15121956;infection_cvterm=is_amplifier_host,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm;PMID:15121956,
1202,West Nile virus ,Nycticorax nycticorax,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1203,West Nile virus ,Pheucticus melanocephalus,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1204,West Nile virus ,Dendroica striata,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1205,West Nile virus ,Dendroica caerulescens,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1206,West Nile virus ,Dendroica nigrescens,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1207,West Nile virus ,Vireo altiloquus,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1208,West Nile virus ,Cyanocitta cristata,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1209,West Nile virus ,Aratinga acuticaudata,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1210,West Nile virus ,Crossoptilon auritum,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1211,West Nile virus ,Eos reticulata,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1212,West Nile virus ,Tragopan blythii,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1213,West Nile virus ,Quiscalus major,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1214,West Nile virus ,Dolichonyx oryzivorus,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1215,West Nile virus ,Aegolius funereus,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1216,West Nile virus ,Euphagus cyanocephalus,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1217,West Nile virus ,Buteo platypterus,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1218,West Nile virus ,Speculanas specularis,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1219,West Nile virus ,Toxostoma rufum,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
1220,West Nile virus ,Molothrus ater,West Nile virus neurological syndrome,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/birdspecies.htm,
