#pathogen_cv=ncbi_taxonomy,gemina_curation									
#curation_cv=gemina _curation									
#source_cv=ncbi_taxonomy,ENVO,gemina_curation,gemina_anatomy									
#disease_cv=DOID,gemina_curation									
#portal_cv=gemina_anatomy,gemina_curation									
#infection_atts_cv=gemina_curation,symptoms,infection_attribute									
#transmission_atts_cv=transmission_attribute									
#trans_type_cv=gemina_curation,transmission_process									
#id	pathogen	source	disease	trans_source	trans_type	portal	infection_atts	trans_atts	#comments
2751	Influenza A virus (A/duck/Vietnam/286/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2752	Influenza A virus (A/duck/Vietnam/317/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2753	Influenza A virus (A/duck/Vietnam/376/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2754	Influenza A virus (A/duck/Vietnam/40/2004(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2755	Influenza A virus (A/duck/Vietnam/48/2004(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2756	Influenza A virus (A/duck/Vietnam/543/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2757	Influenza A virus (A/duck/Vietnam/557/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2758	Influenza A virus (A/duck/Vietnam/568/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2759	Influenza A virus (A/duck/Vietnam/8/05(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2760	Influenza A virus (A/duck/Vietnam/AG40-O2/05(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2761	Influenza A virus (A/duck/Viet Nam/CM-V7/2004(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2762	Influenza A virus (A/duck/Vietnam/N-TB/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2763	Influenza A virus (A/duck/Vietnam/N-XX/2004(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2764	Influenza A virus (A/duck/Vietnam/S640/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2765	Influenza A virus (A/duck/Vietnam/S649/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2766	Influenza A virus (A/duck/Vietnam/S654/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2767	Influenza A virus (A/duck/Viet Nam/TG-007A/2004(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2768	Influenza A virus (A/duck/Vietnam/TG24-O1/05(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2769	Influenza A virus (A/duck/Vietnam/TG36-H2/05(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2770	Influenza A virus (A/duck/Viet Nam/TV-V2/2004(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2771	Influenza A virus (A/duck/WI/1938/80 (H1N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2772	Influenza A virus (A/duck/WI/259/80(H1N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2773	Influenza A virus (A/duck/Xuzhou/05/2001(H9N2))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2774	Influenza A virus (A/duck/Xuzhou/07/2003(H9N2))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2775	Influenza A virus (A/duck/Yangzhou/02/2005(H8N4))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2776	Influenza A virus (A/duck/Yangzhou/906/2002(H11N2))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2777	Influenza A virus (A/duck/Yokohama/aq10/2003(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2778	Influenza A virus (A/duck/Yunnan/1126/2006(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2779	Influenza A virus (A/duck/Yunnan/2075/2006(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2780	Influenza A virus (A/duck/Yunnan/2099/2006(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2781	Influenza A virus (A/duck/Yunnan/2107/2006(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2782	Influenza A virus (A/duck/Yunnan/2113/2006(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2783	Influenza A virus (A/duck/Yunnan/2267/2006(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2784	Influenza A virus (A/duck/Yunnan/2268/2006(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2785	Influenza A virus (A/duck/Yunnan/2272/2006(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2786	Influenza A virus (A/duck/Yunnan/2273/2006(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2787	Influenza A virus (A/duck/Yunnan/2535/2006(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2788	Influenza A virus (A/duck/Yunnan/2579/2006(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2789	Influenza A virus (A/duck/Yunnan/3278/2006(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2790	Influenza A virus (A/duck/Yunnan/3299/2006(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2791	Influenza A virus (A/duck/Yunnan/3332/2006(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2792	Influenza A virus (A/duck/Yunnan/4400/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2793	Influenza A virus (A/duck/Yunnan/4418/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2794	Influenza A virus (A/duck/Yunnan/4567/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2795	Influenza A virus (A/duck/Yunnan/4589/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2796	Influenza A virus (A/duck/Yunnan/5090/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2797	Influenza A virus (A/duck/Yunnan/5133/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2798	Influenza A virus (A/duck/Yunnan/5236/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2799	Influenza A virus (A/duck/Yunnan/5251/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2800	Influenza A virus (A/duck/Yunnan/5753/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2801	Influenza A virus (A/duck/Yunnan/5764/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2802	Influenza A virus (A/duck/Yunnan/5779/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2803	Influenza A virus (A/duck/Yunnan/5785/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2804	Influenza A virus (A/duck/Yunnan/5798/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2805	Influenza A virus (A/duck/Yunnan/5813/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2806	Influenza A virus (A/duck/Yunnan/5820/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2807	Influenza A virus (A/duck/Yunnan/5832/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2808	Influenza A virus (A/duck/Yunnan/5842/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2809	Influenza A virus (A/duck/Yunnan/5855/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2810	Influenza A virus (A/duck/Yunnan/5871/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2811	Influenza A virus (A/duck/Yunnan/5877/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2812	Influenza A virus (A/duck/Yunnan/6332/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2813	Influenza A virus (A/duck/Yunnan/6607/2005(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2814	Influenza A virus (A/duck/Zhejiang/03/2001(H9N2))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2815	Influenza A virus (A/duck/Zhejiang/11/2000(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2816	Influenza A virus (A/duck/Zhejiang/52/2000(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2817	Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1))	Anas platyrhynchos	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2818	Influenza A virus (A/Dunedin/10/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2819	Influenza A virus (A/Dunedin/1/2000 (H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2820	Influenza A virus (A/Dunedin/1/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2821	Influenza A virus (A/Dunedin/12/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2822	Influenza A virus (A/Dunedin/14/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2823	Influenza A virus (A/Dunedin/18/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2824	Influenza A virus (A/Dunedin/2/2000(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2825	Influenza A virus (A/Dunedin/3/2000(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2826	Influenza A virus (A/Dunedin/3/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2827	Influenza A virus (A/Dunedin/38/2003(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2828	Influenza A virus (A/Dunedin/4/1973(N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2829	Influenza A virus (A/Dunedin/4/73(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2830	Influenza A virus (A/Dunedin/8/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2831	Influenza A virus (A/Dunedin/9/2002(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2832	Influenza A virus (A/eagle owl/Bavaria/10/2006(H5N1))	Bubo	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2833	Influenza A virus (A/Ecuador/1968/2004 (H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2834	Influenza A virus (A/Ecuador/2625/01(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2835	Influenza A virus (A/Ecuador/2630/01(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2836	Influenza A virus (A/egret/Hong Kong/757.3/2002(H5N1))	Aves	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2837	Influenza A virus (A/egret/Hong Kong/757.2/2003(H5N1))	Ardeidae	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2838	Influenza A virus (A/Egypt/101/2001(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2839	Influenza A virus (A/Egypt/12374-NAMRU3/2006(H5N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2840	Influenza A virus (A/Egypt/21181/2001(H1N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2841	Influenza A virus (A/Egypt/2763-NAMRU3/2006(H5N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2842	Influenza A virus (A/Egypt/2782-NAMRU3/2006(H5N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2843	Influenza A virus (A/Egypt/2783-NAMRU3/2006(H5N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2844	Influenza A virus (A/Egypt/2786-NAMRU3/2006(H5N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2845	Influenza A virus (A/Egypt/2947-NAMRU3/2006(H5N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2846	Influenza A virus (A/Egypt/3105-NAMRU3/2006(H5N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2847	Influenza A virus (A/Egypt/3458-NAMRU3/2006(H5N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2848	Influenza A virus (A/Egypt/5494-NAMRU3/2006(H5N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2849	Influenza A virus (A/Egypt/5614-NAMRU3/2006(H5N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2850	Influenza A virus (A/Egypt/84/2001(H1N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2851	Influenza A virus (A/Egypt/96/2002(H1N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2852	Influenza A virus (A/Ehime/1/2001(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2853	Influenza A virus (A/eka/Thailand/EkA1NRC/2004(H5N1))	Unknown	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2854	Influenza A virus (A/El Salvador/2/1957(H2N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2856	Influenza A virus (A/emu/Texas/25414-1/95(H7N3))	Dromaius novaehollandiae	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2857	Influenza A virus (A/emu/Texas/39442/93(H5N2))	Dromaius novaehollandiae	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2858	Influenza A virus (A/emu/Texas/39924/1993(H5))	Dromaius novaehollandiae	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2859	Influenza A virus (A/emu/Texas/39924/93 (H5N2NSA))	Dromaius novaehollandiae	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2860	Influenza A virus (A/England/1/02(H1N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2861	Influenza A virus (A/England/10/67(H2N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2862	Influenza A virus (A/England/1/1993(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2863	Influenza A virus (A/England/12/64(H2N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2864	Influenza A virus (A/England/161/02(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2865	Influenza A virus (A/England/1/61(H2N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2866	Influenza A virus (A/England/18/02(H1N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2867	Influenza A virus (A/England/19/1955(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2868	Influenza A virus (A/England/1972(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2869	Influenza A virus (A/England/2005(H1N1))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2870	Influenza A virus (A/England/2/2002(H1N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2871	Influenza A virus (A/England/220/93(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2872	Influenza A virus (A/England/247/1993(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2873	Influenza A virus (A/England/260/91(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2874	Influenza A virus (A/England/261/91(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2875	Influenza A virus (A/England/268/1996(H7N7))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
2876	Influenza A virus (A/England/269/93(H3N2))	Homo sapiens	Influenza	not curated	not curated	not curated	URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html		
